species	n_ir	genome_size_bp	total_ir_span_bp	mean_arm_len_bp	median_arm_len_bp	max_arm_len_bp	mean_span_bp	median_span_bp	max_span_bp	median_spacer_bp	mean_spacer_bp	median_tir_ident	mean_tir_ident	median_score	ir_density_per_mb	n_immediate	prop_immediate	n_spaced	prop_spaced	n_wide	prop_wide	n_overlap	prop_overlap
Dyspetes_luteomarginatus	1892	248854776	95866905	4193.019	60.0	109490	50669.6115	28828.5	244017	18794.5	41341.1924	0.7475	0.667	330.0	7.6028	274	0.1448	1342	0.7093	260	0.1374	16	0.0085
Eana_incanana	3481	371320825	179877800	3134.9859	525.0	108753	51674.1741	27817.0	235544	14575.0	41428.36	0.963	0.9016	325.0	9.3746	1007	0.2893	1939	0.557	521	0.1497	14	0.004
Earias_clorana	3233	345833328	223659097	8247.9981	563.0	115062	69180.0486	52110.0	249814	10710.0	36047.7535	0.959	0.8294	332.0	9.3484	1126	0.3483	1661	0.5138	413	0.1277	33	0.0102
Earophila_badiata	3648	414386135	235795763	5719.0609	504.0	119149	64636.9964	46477.5	244935	25730.0	48187.5192	0.95	0.847	320.0	8.8034	562	0.1541	2438	0.6683	639	0.1752	9	0.0025
Echiichthys_vipera	5650	798505495	413416032	3851.3819	76.0	119672	73170.9791	58324.0	249924	46723.5	64177.5522	0.814	0.7177	311.0	7.0757	324	0.0573	3800	0.6726	1419	0.2512	107	0.0189
Echinocardium_cordatum	8949	1006056990	497723211	3327.6129	101.0	117452	55617.7462	37414.0	243337	27338.0	47050.7863	0.789	0.7115	329.0	8.8951	1245	0.1391	6053	0.6764	1447	0.1617	204	0.0228
Echinus_esculentus	10465	1069624476	493110563	3611.0453	754.0	121544	47119.9774	22243.0	248410	11210.0	37741.5051	0.925	0.8578	322.0	9.7838	2171	0.2075	6916	0.6609	1372	0.1311	6	0.0006
Ecliptopera_silaceata	2709	316143152	184449507	6588.5995	552.0	122526	68087.6733	49892.0	248077	17881.0	42542.0823	0.95	0.8349	333.0	8.5689	813	0.3001	1452	0.536	429	0.1584	15	0.0055
Ectemnius_cavifrons	987	220451696	67168762	2524.4053	681.0	93565	68053.4569	48507.0	245342	39761.0	60910.3202	0.936	0.8413	314.0	4.4772	123	0.1246	630	0.6383	234	0.2371	0	0.0
Ectemnius_continuus	9	1299221	808391	2487.6667	1193.0	7647	89821.2222	90645.0	184683	88998.0	84624.3333	1.0	0.8848	328.0	6.9272	1	0.1111	4	0.4444	4	0.4444	0	0.0
Ectemnius_lituratus	1181	231051188	84060127	1796.8019	60.0	83758	71177.0762	55578.0	247606	51543.0	67773.6935	0.841	0.7345	309.0	5.1114	65	0.055	799	0.6765	314	0.2659	3	0.0025
Ectobius_pallidus	20000	2067450803	970627584	2856.0013	515.0	122568	48531.3792	22850.0	246751	14736.5	40823.0384	0.932	0.837	329.0	9.6737	5064	0.2532	11798	0.5899	2980	0.149	158	0.0079
Ectoedemia_decentella	3724	417506153	274915525	9295.3972	732.5	124045	73822.6437	59929.5	248984	21113.5	43062.119	0.944	0.8089	335.0	8.9196	844	0.2266	2318	0.6224	559	0.1501	3	0.0008
Ectopleura_larynx	4701	518777581	219241907	2943.7116	650.0	122240	46637.2914	17567.0	248105	9996.0	37350.3225	0.934	0.8845	342.0	9.0617	1082	0.2302	2888	0.6143	667	0.1419	64	0.0136
Ectropis_crepuscularia	7819	876289161	509370373	5931.3318	623.0	119546	65145.2069	48022.0	245222	27387.0	47264.8089	0.936	0.8545	325.0	8.9229	1704	0.2179	4778	0.6111	1312	0.1678	25	0.0032
Egira_conspicillaris	5634	724495664	363871048	2684.4033	560.0	115702	64584.8506	44074.0	244806	35425.5	57563.9624	0.924	0.8816	323.0	7.7764	757	0.1344	3556	0.6312	1318	0.2339	3	0.0005
Eilema_caniola	6968	781619942	412055720	2730.4515	555.0	116141	59135.4363	38961.0	246400	27785.0	50311.4562	0.952	0.8902	323.0	8.9148	1353	0.1942	4203	0.6032	1341	0.1925	71	0.0102
Eilema_griseolum	6662	797406934	505795860	6401.1021	954.5	120643	75922.5248	61067.5	245675	36765.0	55053.8244	0.961	0.8576	323.0	8.3546	740	0.1111	4447	0.6675	1335	0.2004	140	0.021
Eilema_lurideolum	6732	784454774	445031347	3489.747	624.0	120190	66106.8549	47855.5	248780	36041.0	56231.0492	0.951	0.8961	322.0	8.5818	776	0.1153	4511	0.6701	1430	0.2124	15	0.0022
Eimeria_acervulina	342	54161991	26822500	15550.9708	2774.5	122176	78428.3626	66714.0	234440	10439.5	28949.0643	0.4115	0.5686	350.0	6.3144	50	0.1462	229	0.6696	27	0.0789	36	0.1053
Eimeria_maxima	326	52719326	20171706	14625.0215	4508.5	113013	61876.3988	43067.5	240731	5101.0	19305.2546	0.4125	0.5448	371.5	6.1837	85	0.2607	196	0.6012	19	0.0583	26	0.0798
Eimeria_praecox	478	64236767	35319370	13641.5167	1110.0	110600	73889.8954	57838.0	244937	10947.5	28418.7385	0.4605	0.5862	376.0	7.4412	72	0.1506	357	0.7469	36	0.0753	13	0.0272
Eimeria_tenella	264	53243926	17810874	19515.4242	9653.0	113711	67465.4318	46139.0	236579	6904.0	21161.8939	0.396	0.5263	343.5	4.9583	59	0.2235	182	0.6894	13	0.0492	10	0.0379
Eisenia_eiseni	4810	658540021	350632005	2288.1314	57.0	110921	72896.4667	56969.5	243326	49626.0	67641.2636	0.781	0.713	314.0	7.304	123	0.0256	3330	0.6923	1289	0.268	68	0.0141
Electrona_antarctica	12798	1406187017	815639288	5781.6946	75.0	120532	63731.7775	44824.5	248362	27275.0	48859.5259	0.75	0.6874	314.0	9.1012	1550	0.1211	8853	0.6917	2226	0.1739	169	0.0132
Electrophaes_corylata	2569	347464159	188906498	11359.9685	937.0	119309	73533.086	58023.0	245012	15870.0	42020.7509	0.931	0.7789	328.0	7.3936	824	0.3207	1337	0.5204	403	0.1569	5	0.0019
Eledona_agricola	2046	353977648	158270478	9664.7366	1264.5	116496	77356.0499	59334.0	248875	31756.0	54572.393	0.919	0.8573	334.0	5.78	279	0.1364	1318	0.6442	447	0.2185	2	0.001
Eledone_cirrhosa	25264	2983043983	1777788727	11082.7138	1090.0	122650	70368.4582	53135.5	248442	13600.0	34475.1549	0.745	0.6884	364.0	8.4692	6408	0.2536	15785	0.6248	2663	0.1054	408	0.0161
Elegia_similella	7111	780370363	480844029	7956.8754	645.0	117852	67619.7481	49979.0	245559	21323.0	43265.0228	0.941	0.799	325.0	9.1123	1445	0.2032	4453	0.6262	1055	0.1484	158	0.0222
Eleocharis_parvula	7538	1103636135	552595392	1648.3948	86.0	114860	73307.9586	57525.5	249009	52319.0	69234.6824	0.8545	0.7951	327.0	6.8301	377	0.05	5003	0.6637	2104	0.2791	54	0.0072
Eleocharis_quinqueflora	2541	497821488	152559285	2185.7139	474.0	116918	60039.0732	35607.0	249278	27173.0	54654.05	0.909	0.8576	329.0	5.1042	318	0.1251	1636	0.6438	577	0.2271	10	0.0039
Elmis_aenea	4835	502700999	247130958	3416.9357	612.0	114932	51112.9179	28657.0	244447	11982.0	38257.0931	0.937	0.8857	349.0	9.618	1642	0.3396	2513	0.5198	678	0.1402	2	0.0004
Elophila_nymphaeata	11	1742200	889593	905.1818	846.0	1378	80872.0909	28404.0	214301	26732.0	79021.1818	0.993	0.9928	328.0	6.3139	0	0.0	7	0.6364	4	0.3636	0	0.0
Emmelina_monodactyla	10	1385742	685720	954.9	1072.5	1167	68572.0	68453.0	189045	66392.5	66636.0	1.0	0.9959	326.5	7.2164	0	0.0	9	0.9	1	0.1	0	0.0
Empetrum_nigrum	10405	1560553533	729671092	3404.3146	395.0	113941	70126.967	52792.0	247074	40215.0	61333.0062	0.883	0.8223	319.0	6.6675	982	0.0944	6603	0.6346	2637	0.2534	183	0.0176
Empis_livida	997	283952474	61258716	8130.1505	934.0	121000	61443.0451	32257.0	249860	11536.0	41783.0893	0.903	0.8264	387.0	3.5112	240	0.2407	573	0.5747	168	0.1685	16	0.016
Empis_opaca	3592	500274490	171276546	3955.9215	766.5	122244	47682.7801	22508.5	243378	11192.5	36063.061	0.948	0.8864	371.0	7.1801	999	0.2781	2113	0.5883	447	0.1244	33	0.0092
Empis_stercorea	1792	340460580	85733037	3292.8594	670.5	115147	47842.0965	24306.5	240068	16862.0	40013.5446	0.929	0.8644	369.0	5.2635	290	0.1618	1233	0.6881	243	0.1356	26	0.0145
Empis_tessellata	9	1360024	556633	842.1111	1032.0	1323	61848.1111	51465.0	120275	49125.0	60048.0	0.993	0.9907	335.0	6.6175	0	0.0	6	0.6667	3	0.3333	0	0.0
Empoasca_decipiens	14261	1392322789	664323689	2636.186	784.0	120731	46583.2472	22161.0	247418	14939.0	39008.1905	0.941	0.8978	329.0	10.2426	3518	0.2467	8731	0.6122	1947	0.1365	65	0.0046
Encalypta_ciliata	2683	399729095	183834000	2929.1372	1368.0	98054	68518.0768	48611.0	245478	41140.0	61762.1286	0.949	0.922	316.0	6.712	199	0.0742	1839	0.6854	643	0.2397	2	0.0007
Endeis_spinosa	1183	179168490	56713558	1764.9442	490.0	85429	47940.4548	17537.0	236132	12697.0	43809.8605	0.949	0.8983	352.0	6.6027	217	0.1834	758	0.6407	207	0.175	1	0.0008
Endomychus_coccineus	10692	902205092	320407670	2143.5477	752.0	107840	29967.0473	7788.0	247134	2139.5	22862.8292	0.952	0.909	340.0	11.851	5176	0.4841	4667	0.4365	769	0.0719	80	0.0075
Endotricha_flammealis	10	1747616	704837	1183.2	1083.0	2082	70483.7	60023.5	191245	58395.0	67919.4	1.0	0.9972	330.0	5.7221	1	0.1	7	0.7	2	0.2	0	0.0
Endromis_versicolora	2882	390791071	256423061	12464.2474	627.5	120394	88973.9976	79218.0	245370	38949.5	55863.8633	0.928	0.7574	323.0	7.3748	360	0.1249	1889	0.6554	587	0.2037	46	0.016
Endromopoda_detrita	4236	514187283	231967626	3805.4249	795.5	116904	54761.0071	32403.0	248291	19291.0	43150.6848	0.932	0.8737	340.0	8.2382	1090	0.2573	2466	0.5822	679	0.1603	1	0.0002
Ennomos_erosarius	12	1614373	666629	1093.4167	963.5	2228	55552.4167	32610.0	208232	31229.0	53336.0833	1.0	0.9746	326.0	7.4332	1	0.0833	9	0.75	2	0.1667	0	0.0
Ennomos_fuscantarius	3368	444703273	270827551	6892.1835	1053.0	116251	80411.9807	67361.5	249382	40449.0	58528.0365	0.979	0.8665	327.0	7.5736	365	0.1084	2217	0.6583	738	0.2191	48	0.0143
Ennomos_quercinarius	4050	491710801	288478863	5105.04	606.0	111666	71229.3489	55753.5	243995	35928.0	55899.4319	0.974	0.8803	323.0	8.2365	582	0.1437	2599	0.6417	852	0.2104	17	0.0042
Ensis_siliqua	14441	1848963028	998761807	10188.8227	683.0	122674	69161.5405	51956.0	249079	15114.0	37985.9844	0.876	0.7502	325.0	7.8103	3052	0.2113	9383	0.6497	1831	0.1268	175	0.0121
Entoloma_clypeatum	469	59881732	22516897	3480.9531	2601.0	93649	48010.4414	30134.0	235662	22292.0	40445.1876	0.968	0.9484	300.0	7.8321	8	0.0171	406	0.8657	54	0.1151	1	0.0021
Entomobrya_nr_imitabilis	748	277365098	31214432	1288.246	503.0	56089	41730.5241	14432.5	242737	12058.0	39106.2019	0.9375	0.9059	321.0	2.6968	75	0.1003	563	0.7527	110	0.1471	0	0.0
Entomortierella_parvispora	154	38486553	5089311	1825.2143	755.0	42641	33047.474	12113.0	247443	8139.5	27235.9416	0.989	0.8887	301.0	4.0014	24	0.1558	120	0.7792	10	0.0649	0	0.0
Epagoge_grotiana	10	1781589	976862	8831.0	1945.5	47210	97686.2	98660.0	177749	83480.5	79887.8	0.999	0.839	328.0	5.613	1	0.1	7	0.7	2	0.2	0	0.0
Epermenia_chaerophyllella	3097	378898212	191043618	3063.2315	565.0	120100	61686.6703	42987.0	244889	33399.0	52283.3529	0.921	0.864	326.0	8.1737	417	0.1346	2094	0.6761	585	0.1889	1	0.0003
Ephebe_lanata	4	3311259	531899	1237.5	1245.5	1405	132974.75	161516.0	202984	158790.0	130522.0	1.0	1.0	338.5	1.208	0	0.0	1	0.25	3	0.75	0	0.0
Ephemera_vulgata	6343	470841875	209110924	3308.502	723.0	120166	32967.196	8571.0	244831	3008.0	20093.7186	0.956	0.882	347.0	13.4716	2251	0.3549	3604	0.5682	358	0.0564	130	0.0205
Ephestia_unicolorella	4654	513590862	281949708	4583.26	708.0	119485	60582.2321	40586.0	248028	22176.0	46034.0825	0.954	0.8761	330.0	9.0617	1096	0.2355	2763	0.5937	786	0.1689	9	0.0019
Ephialtes_manifestator	4790	566628873	275089102	4256.6198	712.5	115079	57429.8752	37282.5	243303	25218.5	46207.4225	0.93	0.8388	341.0	8.4535	846	0.1766	3115	0.6503	792	0.1653	37	0.0077
Epiblema_cirsiana	4490	512414654	265747896	3424.441	463.0	117949	59186.6138	38559.0	245300	25940.0	48870.6102	0.956	0.8922	323.0	8.7624	873	0.1944	2791	0.6216	821	0.1829	5	0.0011
Epiblema_costipunctana	7940	895334220	454349403	2734.5107	620.5	114245	57222.8467	35191.5	249278	26034.0	49276.4664	0.949	0.9049	321.0	8.8682	1465	0.1845	5009	0.6309	1450	0.1826	16	0.002
Epiblema_foenella	5359	649617028	353515766	6436.6884	592.0	116427	65966.7412	45752.0	248429	26038.0	48416.5031	0.953	0.8472	323.0	8.2495	890	0.1661	3514	0.6557	944	0.1762	11	0.0021
Epicampocera_succincta	1863	398092050	142868757	4799.4509	598.0	105907	76687.4702	57477.0	248249	43810.0	65512.3918	0.954	0.8322	337.0	4.6798	134	0.0719	1202	0.6452	513	0.2754	14	0.0075
Epidalea_calamita	28811	3690007542	1840022252	4508.1264	1255.0	122450	63865.2685	45018.0	249356	29957.0	51817.7202	0.923	0.8584	316.0	7.8078	5351	0.1857	17517	0.608	5752	0.1996	191	0.0066
Epilobium_ciliatum	1570	267893192	107235318	5553.1624	1834.5	121800	68302.7503	48998.0	247548	31207.5	53656.0248	0.911	0.8615	314.0	5.8605	168	0.107	1085	0.6911	316	0.2013	1	0.0006
Epilobium_hirsutum	1113	248877918	73072166	4723.2686	1664.0	121958	65653.3387	46572.0	248553	34756.0	54642.2004	0.913	0.8575	314.0	4.4721	72	0.0647	818	0.735	221	0.1986	2	0.0018
Epinotia_bilunana	5276	658053262	365023392	4042.0432	419.0	117673	69185.6315	52656.0	244505	37457.0	58107.1476	0.934	0.8631	319.0	8.0176	607	0.115	3489	0.6613	1172	0.2221	8	0.0015
Epinotia_brunnichana	8561	941579902	520377530	3862.1524	575.0	122886	60784.6665	41724.0	249339	28779.0	49690.2966	0.952	0.881	323.0	9.0922	1689	0.1973	5305	0.6197	1552	0.1813	15	0.0018
Epinotia_cruciana	8075	865677443	458666294	5271.6357	632.0	119037	56800.7794	35684.0	244928	17805.0	41493.8284	0.952	0.867	323.0	9.328	1915	0.2372	4979	0.6166	1173	0.1453	8	0.001
Epinotia_demarniana	6529	735435313	360138124	2750.9202	495.0	119616	55159.7678	32995.0	248002	22948.0	47214.2676	0.954	0.9034	319.0	8.8777	1237	0.1895	4116	0.6304	1160	0.1777	16	0.0025
Epinotia_nisella	4849	584556325	336078680	4286.782	565.0	118432	69308.8637	53178.0	248638	37366.0	56177.7439	0.938	0.8676	323.0	8.2952	759	0.1565	3051	0.6292	1025	0.2114	14	0.0029
Epinotia_ramella	14	1592871	925929	5352.7143	1291.0	32733	66137.7857	49808.5	223001	23377.5	46833.8571	0.9995	0.8762	327.0	8.7892	3	0.2143	9	0.6429	2	0.1429	0	0.0
Epinotia_tenerana	5236	653918528	357217264	3816.1087	410.0	115247	68223.3125	49677.0	246734	37359.5	58017.1421	0.945	0.8727	318.0	8.0071	484	0.0924	3546	0.6772	1201	0.2294	5	0.001
Epione_repandaria	7712	847437324	518477035	4235.9917	569.0	114506	67229.906	49801.5	248643	31950.5	51928.8653	0.938	0.8423	333.0	9.1004	1280	0.166	4645	0.6023	1526	0.1979	261	0.0338
Epirrhoe_alternata	3183	358148438	201123136	7481.9768	475.0	116146	63186.6591	43936.0	248004	14890.0	40796.3962	0.956	0.8429	323.0	8.8874	753	0.2366	1959	0.6155	469	0.1473	2	0.0006
Epirrhoe_tristata	2748	313745748	177790659	5444.6132	501.0	119203	64698.202	46298.0	245435	25250.5	47719.9407	0.951	0.8555	323.0	8.7587	500	0.182	1768	0.6434	474	0.1725	6	0.0022
Epirrita_christyi	4069	473994129	276462840	5847.6618	568.0	117410	67943.6815	52849.0	241665	32214.0	50806.1187	0.937	0.8413	323.0	8.5845	683	0.1679	2605	0.6402	758	0.1863	23	0.0057
Epistrophe_eligans	2396	402760764	148937529	2631.3376	703.0	108136	62160.9053	38236.0	249321	28814.5	55706.1361	0.957	0.9016	347.0	5.9489	549	0.2291	1285	0.5363	559	0.2333	3	0.0013
Epistrophe_grossulariae	12	1367569	733059	964.3333	866.5	3552	61088.25	34228.5	154949	32296.5	58392.75	1.0	0.9934	327.5	8.7747	1	0.0833	7	0.5833	4	0.3333	0	0.0
Epistrophella_euchroma	4722	523309982	236880426	3063.1567	526.0	119156	50165.2745	24864.0	243825	13483.0	40658.8854	0.965	0.9096	348.0	9.0233	1456	0.3083	2543	0.5385	722	0.1529	1	0.0002
Episyrphus_balteatus	6191	534615563	229554184	2625.1358	800.0	120319	37078.6923	11974.0	242058	2134.0	23617.8034	0.963	0.9146	369.0	11.5803	3009	0.486	2715	0.4385	459	0.0741	8	0.0013
Epitonium_clathrus	9481	1071819336	508085249	2561.9401	82.0	115365	53589.8375	34887.0	244711	28998.0	47597.5782	0.78	0.7225	313.0	8.8457	425	0.0448	7420	0.7826	1438	0.1517	198	0.0209
Eptesicus_nilssonii	11795	2045251489	1099468232	5508.1331	52.0	117586	93214.7717	84583.0	248709	64511.0	78348.7232	0.873	0.7745	314.0	5.767	257	0.0218	7474	0.6337	3923	0.3326	141	0.012
Erannis_defoliaria	4192	522206763	316539793	6593.2903	434.0	118469	75510.4468	60692.0	248619	38878.0	57466.6792	0.941	0.8339	322.0	8.0275	508	0.1212	2784	0.6641	898	0.2142	2	0.0005
Eratigena_atrica	25710	4912725333	1608838989	1825.3716	690.0	118778	62576.3901	36679.5	249537	29551.0	57460.2982	0.911	0.8405	342.0	5.2333	5013	0.195	14150	0.5504	6343	0.2467	204	0.0079
Erebia_aethiops	3914	472676370	294604875	7036.209	425.0	118337	75269.5133	61901.0	247726	34872.5	53207.7345	0.947	0.8336	325.0	8.2805	607	0.1551	2530	0.6464	761	0.1944	16	0.0041
Erebia_epiphron	4477	522288764	326283292	5753.2678	513.0	113523	72879.8955	57641.0	245141	31899.0	52622.092	0.937	0.8381	325.0	8.5719	727	0.1624	2729	0.6096	890	0.1988	131	0.0293
Erebia_ligea	9	1520330	738596	9745.2222	1367.0	41075	82066.2222	81913.0	161147	28351.0	54478.4444	0.999	0.8686	335.0	5.9198	2	0.2222	5	0.5556	2	0.2222	0	0.0
Eremobia_ochroleuca	6053	622291104	322644886	4917.4057	395.0	105730	53303.3018	31471.0	246568	15716.0	37533.4082	0.965	0.8716	321.0	9.727	1740	0.2875	3604	0.5954	707	0.1168	2	0.0003
Eremotylus_marginatus	2132	319362681	123342747	3775.379	670.0	116057	57853.0708	37704.0	247067	27087.0	48371.3147	0.912	0.8282	314.0	6.6758	298	0.1398	1416	0.6642	374	0.1754	44	0.0206
Erica_ciliaris	3077	438145148	221845800	2579.6513	547.0	109442	72098.0825	56312.0	242315	47337.0	65326.9691	0.876	0.7986	314.0	7.0228	299	0.0972	1924	0.6253	832	0.2704	22	0.0071
Erica_cinerea	1785	314741156	124816341	2491.8661	343.0	115700	69925.121	51329.0	241036	39413.0	62693.0768	0.907	0.8197	316.0	5.6713	270	0.1513	1044	0.5849	469	0.2627	2	0.0011
Erinaceus_europaeus	19933	2686392987	1839157573	8489.5933	122.0	122130	92266.973	83276.0	249746	49177.0	65766.9556	0.867	0.7557	317.0	7.42	579	0.029	13995	0.7021	5020	0.2518	339	0.017
Eriocrania_chrysolepidella	6043	698283650	390833772	3273.0374	603.0	113225	64675.4546	46494.0	248024	34083.0	54521.8979	0.929	0.8697	333.0	8.6541	800	0.1324	3857	0.6383	1276	0.2112	110	0.0182
Eriophorum_angustifolium	3431	444296535	199569546	4030.408	834.0	121392	58166.5829	36478.0	246906	21533.0	46513.5208	0.905	0.8533	333.0	7.7223	696	0.2029	2147	0.6258	579	0.1688	9	0.0026
Eriophorum_vaginatum	2567	379368151	138130853	3665.5501	656.0	112195	53810.2271	31826.0	246171	19369.0	44074.0588	0.914	0.8627	329.0	6.7665	382	0.1488	1788	0.6965	393	0.1531	4	0.0016
Eristalinus_aeneus	9	1323550	995497	19483.0	4865.0	90625	110610.7778	107353.0	218343	44643.0	60348.6667	0.551	0.695	332.0	6.7999	2	0.2222	5	0.5556	2	0.2222	0	0.0
Eristalinus_sepulchralis	1866	374106143	133524289	2522.0439	634.0	101790	71556.425	53506.5	247486	45902.0	65147.1313	0.9015	0.8628	310.0	4.9879	64	0.0343	1306	0.6999	486	0.2605	10	0.0054
Eristalis_intricaria	3930	564084708	248868022	3553.1659	830.0	122361	63325.1964	44135.5	246855	35171.0	54894.3644	0.899	0.8546	312.0	6.967	240	0.0611	2924	0.744	764	0.1944	2	0.0005
Eristalis_pertinax	2929	467464536	197848794	2945.563	812.0	112762	67548.2397	48644.0	249545	41668.0	61573.0024	0.921	0.8898	310.0	6.2657	191	0.0652	2027	0.692	709	0.2421	2	0.0007
Eristalis_tenax	2963	471827788	200469251	2453.6612	720.0	103948	67657.5265	48364.0	245230	41277.0	62094.4651	0.897	0.8729	309.0	6.2798	150	0.0506	2084	0.7033	719	0.2427	10	0.0034
Erithacus_rubecula	3362	1055674225	244068900	1497.8727	318.0	107947	72596.3415	50453.5	243101	46677.0	69139.5232	0.917	0.8643	309.0	3.1847	119	0.0354	2266	0.674	975	0.29	2	0.0006
Erodium_maritimum	5137	761653648	385695837	4020.5708	1455.0	118268	75081.9227	58887.0	247825	47649.0	65185.5022	0.909	0.8506	314.0	6.7445	455	0.0886	3273	0.6371	1366	0.2659	43	0.0084
Erodium_moschatum	4925	751432833	350078362	2657.5184	1035.0	108937	71081.9009	53740.0	249169	45232.0	64468.7714	0.872	0.8334	313.0	6.5541	485	0.0985	3114	0.6323	1305	0.265	21	0.0043
Erpobdella_octoculata	3510	384991463	220616540	4738.2068	256.0	115673	62853.7151	45216.0	248508	32406.0	51820.0621	0.806	0.7093	343.0	9.1171	365	0.104	2504	0.7134	629	0.1792	12	0.0034
Erynnis_tages	12	1532960	764061	1943.25	1443.0	6156	63671.75	44769.0	233463	41582.0	59509.8333	0.999	0.9485	334.0	7.828	2	0.1667	7	0.5833	3	0.25	0	0.0
Esperia_sulphurella	3724	453157176	271099942	8251.6925	403.5	114220	72798.051	55766.0	249070	28007.0	49223.1563	0.9	0.7529	323.0	8.2179	700	0.188	2326	0.6246	638	0.1713	60	0.0161
Estheria_cristata	5875	782746281	353697231	3113.83	630.0	119234	60203.784	39467.0	249307	29591.0	52140.6504	0.948	0.8957	342.0	7.5056	1019	0.1734	3664	0.6237	1169	0.199	23	0.0039
Ethiromyia_chalybea	5636	848388984	330353944	3053.9264	745.0	109668	58614.9652	32817.0	249562	22753.0	50073.9833	0.93	0.8788	369.0	6.6432	844	0.1498	3671	0.6513	1093	0.1939	28	0.005
Ethmia_dodecea	4734	457074827	268251062	5139.0215	556.0	120312	56664.7786	34877.0	244996	8450.0	35258.6221	0.973	0.8793	327.0	10.3572	1468	0.3101	2599	0.549	590	0.1246	77	0.0163
Euchoeca_nebulata	3188	416216348	254780944	6771.2469	386.0	118606	79918.7403	67582.5	245751	42339.0	60204.2026	0.949	0.8336	321.0	7.6595	327	0.1026	2133	0.6691	720	0.2258	8	0.0025
Euclidia_mi	23195	2315312670	1195558061	3009.9681	691.0	119300	51543.7836	26819.0	249081	15005.0	41570.3025	0.952	0.8936	324.0	10.0181	5693	0.2454	13391	0.5773	3555	0.1533	556	0.024
Eucosma_cana	5610	579737629	285572870	4477.1602	703.5	117933	50904.2549	27521.0	247183	14106.5	38553.3522	0.952	0.8803	324.0	9.6768	1637	0.2918	3197	0.5699	752	0.134	24	0.0043
Eudasyphora_cyanicolor	12381	1448359598	837603518	7487.1023	1065.0	123156	67652.3316	50063.0	249609	23484.0	45399.6536	0.923	0.8353	338.0	8.5483	2385	0.1926	7992	0.6455	1963	0.1585	41	0.0033
Eudemis_profundana	7288	690977355	351575793	3853.4417	567.0	116752	48240.3668	24778.0	245655	8534.0	34124.3061	0.955	0.8885	325.0	10.5474	2459	0.3374	3991	0.5476	819	0.1124	19	0.0026
Eudonia_lacustrata	6463	698296653	394912119	4658.959	424.0	121306	61103.5307	42348.0	248393	25344.0	46624.9768	0.957	0.8597	326.0	9.2554	1449	0.2242	3902	0.6037	1090	0.1687	22	0.0034
Eudonia_mercurella	4533	579539124	287248901	5144.1118	323.0	110390	63368.3876	45229.0	247530	32708.0	50454.0258	0.937	0.7982	322.0	7.8217	349	0.077	3419	0.7542	755	0.1666	10	0.0022
Eudonia_murana	6246	724949983	370790372	4616.9201	546.0	118086	59364.4528	38432.0	248024	22112.5	44792.3607	0.971	0.8928	326.0	8.6158	1451	0.2323	3788	0.6065	993	0.159	14	0.0022
Eudonia_pallida	8846	918729205	493640824	4473.6593	738.0	116230	55803.8463	34988.0	247258	14078.0	39366.6221	0.96	0.8797	328.0	9.6285	2748	0.3106	4805	0.5432	1247	0.141	46	0.0052
Eudonia_truncicolella	3982	498776504	295494393	5822.3664	345.0	117977	74207.5321	59909.5	246407	38282.5	56477.6354	0.952	0.8355	325.0	7.9835	595	0.1494	2511	0.6306	842	0.2115	34	0.0085
Eugnorisma_glareosa	5083	630594064	331716480	3605.9268	408.0	113980	65259.9803	46735.0	247395	34393.0	55553.002	0.957	0.8866	321.0	8.0607	640	0.1259	3360	0.661	1080	0.2125	3	0.0006
Eulagius_filicornis	1090	135300176	69361253	3684.7633	763.5	117328	63634.1771	44548.5	244062	32233.5	55063.0	0.933	0.8933	355.0	8.0562	96	0.0881	763	0.7	227	0.2083	4	0.0037
Eulalia_xanthomucosa	21224	2320671123	1374104404	5411.9325	463.5	120890	64742.9516	45653.5	248948	21441.0	44923.3251	0.903	0.7977	316.0	9.1456	1955	0.0921	14369	0.677	3394	0.1599	1506	0.071
Eulithis_prunata	1902	263131874	145157738	6105.9737	434.0	120398	76318.4742	64064.0	243585	42183.0	60316.0226	0.961	0.8573	323.0	7.2283	189	0.0994	1274	0.6698	439	0.2308	0	0.0
